time_seconds,acc_x,acc_y,acc_z,q_w,q_x,q_y,q_z
2.5906,-4.46,-3.42,1.21,0.79,0.52,-0.13,-0.29
2.6087,-3.22,-1.27,-0.46,0.8,0.51,-0.11,-0.29
2.6801,-3.75,0.86,-1.28,0.81,0.5,-0.09,-0.28
2.6987,-4.11,-6.48,-1.01,0.83,0.5,-0.09,-0.23
2.7192,-1.54,-2.78,-6.12,0.83,0.51,-0.08,-0.23
2.7482,-0.79,-0.74,-5.26,0.82,0.51,-0.06,-0.23
2.7688,-0.09,-1.5,-3.04,0.82,0.52,-0.05,-0.23
2.789,-0.12,-0.81,-4.23,0.81,0.54,-0.04,-0.23
2.8086,1.5,0.82,-5.79,0.8,0.55,-0.04,-0.23
2.8742,3.22,-0.09,-5.74,0.8,0.56,-0.04,-0.22
2.8896,0.66,1.16,-4.89,0.79,0.57,-0.06,-0.22
2.9086,1.78,-1.16,-4.07,0.79,0.58,-0.07,-0.21
2.9784,2.34,-1.23,-3.81,0.78,0.58,-0.08,-0.21
2.9991,0.42,-1.31,-2.54,0.76,0.61,-0.1,-0.21
3.0251,1.18,-1.29,-4.32,0.75,0.62,-0.11,-0.21
3.04,1.34,1.3,-4.09,0.74,0.63,-0.11,-0.2
3.1121,1.59,0.45,-4.0,0.74,0.64,-0.12,-0.2
3.1286,1.35,-1.21,-6.65,0.72,0.66,-0.13,-0.18
3.1496,1.69,-0.84,-5.64,0.72,0.66,-0.13,-0.19
3.2201,1.89,-0.72,-5.89,0.72,0.66,-0.12,-0.19
3.2396,-0.53,-2.89,-2.14,0.73,0.64,-0.13,-0.2
3.2596,0.43,0.05,-2.43,0.73,0.64,-0.14,-0.2
3.3331,1.42,1.39,-1.92,0.72,0.64,-0.15,-0.2
3.3516,1.82,-0.79,2.01,0.71,0.65,-0.19,-0.21
3.3686,3.18,-1.0,2.06,0.7,0.65,-0.21,-0.21
3.4382,2.11,-0.89,2.88,0.69,0.65,-0.22,-0.21
3.4496,2.24,-1.37,3.52,0.67,0.66,-0.26,-0.23
3.4706,2.29,-2.54,3.43,0.66,0.66,-0.28,-0.23
3.5403,1.75,-1.09,2.8,0.65,0.66,-0.28,-0.24
3.5597,-0.27,-2.79,2.09,0.62,0.65,-0.33,-0.28
3.5819,1.15,-1.68,1.77,0.61,0.65,-0.34,-0.29
3.6471,0.0,-0.27,1.55,0.6,0.65,-0.35,-0.3
3.6596,0.37,-1.68,4.24,0.58,0.64,-0.39,-0.32
3.6796,0.53,-1.03,3.98,0.57,0.64,-0.39,-0.33
3.7494,-0.61,-1.11,4.09,0.56,0.64,-0.4,-0.34
3.77,0.66,0.13,2.57,0.55,0.64,-0.41,-0.35
3.7897,0.3,-2.48,2.3,0.55,0.63,-0.41,-0.36
3.8098,0.4,-2.71,2.43,0.55,0.63,-0.41,-0.36
3.8691,0.58,0.51,1.43,0.55,0.63,-0.41,-0.36
3.8896,2.02,-3.13,3.07,0.56,0.63,-0.41,-0.36
3.9097,4.8,-0.58,3.27,0.56,0.63,-0.4,-0.36
3.979,4.48,0.75,3.54,0.57,0.63,-0.38,-0.36
3.9996,4.55,-2.01,2.95,0.62,0.62,-0.33,-0.35
4.0246,3.28,-1.96,2.85,0.64,0.61,-0.31,-0.36
4.0891,2.21,-1.5,1.98,0.66,0.6,-0.28,-0.36
4.1119,-1.18,-2.14,0.4,0.74,0.54,-0.18,-0.35
4.1911,-1.08,-2.07,0.13,0.76,0.53,-0.16,-0.35
4.2117,-3.29,-0.95,-0.0,0.82,0.45,-0.07,-0.33
4.2299,-3.28,-1.57,-0.2,0.84,0.44,-0.06,-0.33
4.2692,-3.66,-0.89,-0.46,0.85,0.42,-0.05,-0.32
4.2901,-3.63,-1.44,-1.71,0.86,0.41,-0.03,-0.3
4.314,-4.43,-1.86,-1.94,0.87,0.4,-0.03,-0.29
4.3304,-3.77,-0.23,-0.98,0.87,0.4,-0.02,-0.28
4.3982,-2.71,0.44,-0.62,0.87,0.4,-0.03,-0.27
4.4113,-1.94,-2.16,-4.29,0.86,0.44,-0.03,-0.26
4.4298,-2.46,1.63,-3.82,0.86,0.44,-0.03,-0.26
4.4541,-1.85,1.83,-3.12,0.85,0.46,-0.03,-0.26
4.4696,-1.96,-0.76,-4.86,0.85,0.47,-0.04,-0.25
4.4926,-0.63,-1.95,-5.61,0.84,0.49,-0.05,-0.24
4.5681,0.39,-0.84,-5.75,0.83,0.5,-0.06,-0.23
4.5796,2.37,0.6,-4.87,0.8,0.55,-0.08,-0.21
4.6007,1.02,0.0,-2.82,0.8,0.56,-0.09,-0.21
4.6716,2.27,1.16,-3.3,0.79,0.57,-0.1,-0.21
4.6896,3.21,-0.8,-3.4,0.76,0.61,-0.12,-0.2
4.7106,1.43,1.56,-3.86,0.75,0.62,-0.12,-0.21
4.7791,0.71,0.97,-2.88,0.74,0.62,-0.13,-0.21
4.7936,2.13,-0.53,-2.86,0.73,0.64,-0.15,-0.19
4.8109,1.39,-0.66,-3.21,0.73,0.64,-0.15,-0.19
4.8902,1.92,-0.97,-4.01,0.73,0.64,-0.14,-0.19
4.9111,2.57,0.42,-7.59,0.73,0.65,-0.13,-0.19
4.9309,2.38,0.12,-8.19,0.73,0.64,-0.13,-0.2
4.951,1.39,-0.02,-6.67,0.73,0.64,-0.14,-0.2
4.9885,0.17,-2.31,-4.31,0.73,0.63,-0.15,-0.2
5.0009,2.34,0.31,-2.82,0.73,0.64,-0.14,-0.22
5.0207,1.92,2.39,-1.86,0.73,0.63,-0.15,-0.22
5.0781,-1.72,1.55,0.8,0.72,0.63,-0.16,-0.23
5.0906,1.54,0.71,1.16,0.7,0.65,-0.2,-0.24
5.1105,2.86,0.02,2.4,0.69,0.65,-0.22,-0.24
5.1784,1.65,-1.84,3.49,0.68,0.65,-0.24,-0.25
5.1905,1.33,-0.43,4.12,0.65,0.66,-0.28,-0.27
5.2105,1.18,-0.58,3.95,0.63,0.66,-0.3,-0.28
5.2781,0.51,-3.6,3.72,0.62,0.66,-0.31,-0.28
5.2905,0.84,-0.07,5.05,0.59,0.66,-0.35,-0.3
5.3105,1.12,-3.77,4.1,0.59,0.66,-0.37,-0.3
5.3762,1.25,-3.15,4.64,0.58,0.66,-0.37,-0.3
5.3906,-3.02,-1.62,1.14,0.57,0.65,-0.38,-0.33
5.4108,-0.88,-5.36,2.72,0.57,0.65,-0.39,-0.34
5.4821,-0.41,2.6,1.54,0.56,0.65,-0.39,-0.34
5.5005,1.69,-2.38,3.7,0.56,0.64,-0.4,-0.34
5.5205,2.3,1.05,2.96,0.56,0.64,-0.4,-0.34
5.59,2.73,0.2,2.39,0.56,0.64,-0.4,-0.34
5.6105,2.72,0.03,3.05,0.58,0.63,-0.38,-0.35
5.6305,3.59,-1.49,3.1,0.58,0.63,-0.37,-0.35
5.7001,3.61,-2.4,3.25,0.59,0.63,-0.36,-0.35
5.7209,3.27,-2.64,2.54,0.63,0.62,-0.3,-0.36
5.7426,2.95,-4.06,2.37,0.65,0.61,-0.28,-0.36
5.7605,3.25,-3.77,1.73,0.67,0.6,-0.24,-0.37
5.8321,1.47,-2.1,0.81,0.7,0.58,-0.21,-0.37
5.8507,-2.32,-1.17,-0.84,0.78,0.5,-0.09,-0.37
5.8737,-2.35,-0.46,-0.89,0.8,0.48,-0.06,-0.36
5.9462,-3.39,-0.48,-0.68,0.82,0.45,-0.04,-0.36
5.9606,-2.94,-0.1,-2.95,0.86,0.39,0.03,-0.32
5.9805,-4.09,0.09,-2.56,0.87,0.37,0.04,-0.32
6.0211,-4.16,-0.53,-2.05,0.88,0.36,0.05,-0.31
6.0428,-2.65,1.05,-1.82,0.89,0.34,0.06,-0.29
6.0606,-3.25,2.72,-2.26,0.9,0.34,0.05,-0.27
6.0805,-2.21,3.82,-2.68,0.91,0.34,0.03,-0.25
6.1101,-1.45,2.72,-3.87,0.91,0.34,-0.01,-0.22
6.1329,-1.83,-6.49,-4.15,0.91,0.35,-0.07,-0.19
6.2142,-1.25,-6.92,-4.23,0.9,0.37,-0.1,-0.19
6.2309,0.8,-3.92,-4.45,0.85,0.46,-0.18,-0.17
6.2508,1.53,-2.23,-4.14,0.84,0.49,-0.18,-0.17
6.3181,3.7,-0.03,-4.16,0.82,0.51,-0.18,-0.16
6.3449,1.76,0.39,-4.2,0.78,0.59,-0.15,-0.17
6.4221,1.66,1.28,-3.34,0.76,0.61,-0.14,-0.17
6.4405,1.23,-0.56,-4.5,0.73,0.64,-0.13,-0.19
6.4618,1.75,0.08,-5.02,0.73,0.64,-0.13,-0.19
6.5174,2.06,0.11,-6.8,0.73,0.64,-0.13,-0.19
6.532,2.82,-2.39,-6.39,0.74,0.63,-0.14,-0.19
6.5508,3.07,-1.64,-7.0,0.74,0.63,-0.13,-0.19
6.6024,1.3,-0.24,-6.38,0.75,0.62,-0.12,-0.2
6.6215,1.24,1.48,-4.43,0.75,0.62,-0.13,-0.21
6.6415,0.64,-0.3,-3.69,0.75,0.62,-0.14,-0.21
6.7112,-0.1,-0.84,-3.18,0.74,0.62,-0.16,-0.21
6.7315,2.29,-1.79,1.48,0.72,0.62,-0.22,-0.22
6.7514,0.8,-1.55,0.39,0.71,0.62,-0.24,-0.22
6.8201,1.55,-2.66,1.39,0.7,0.62,-0.26,-0.23
6.8335,2.05,-1.98,2.75,0.67,0.63,-0.31,-0.26
6.8517,3.87,-4.63,4.07,0.65,0.62,-0.34,-0.26
6.9292,5.78,-5.53,3.77,0.64,0.63,-0.35,-0.27
6.9415,-3.3,-3.68,10.7,0.6,0.6,-0.4,-0.34
6.9614,2.11,-3.49,8.38,0.59,0.61,-0.4,-0.35
7.0271,-0.86,-1.02,10.58,0.59,0.6,-0.41,-0.36
7.0435,-2.25,-6.54,2.41,0.57,0.59,-0.42,-0.39
7.0614,1.25,2.34,3.78,0.58,0.59,-0.41,-0.4
7.135,0.83,3.02,1.04,0.58,0.58,-0.41,-0.4
7.1522,0.06,-0.21,-0.0,0.58,0.57,-0.42,-0.4
7.1718,0.52,1.91,-1.41,0.58,0.58,-0.41,-0.4
7.2292,0.13,1.3,-0.78,0.59,0.57,-0.41,-0.4
7.2415,1.05,-0.24,-0.55,0.59,0.57,-0.42,-0.39
7.2617,0.75,-0.1,0.27,0.59,0.56,-0.42,-0.39
7.2831,0.3,0.18,1.37,0.6,0.56,-0.42,-0.39
7.3015,0.95,-0.25,2.45,0.6,0.56,-0.42,-0.39
7.3215,1.61,-0.73,2.6,0.6,0.56,-0.42,-0.39
7.3419,1.49,0.48,2.77,0.6,0.56,-0.41,-0.39
7.4174,0.71,0.32,3.42,0.61,0.56,-0.41,-0.39
7.4314,1.39,-1.79,2.83,0.63,0.55,-0.38,-0.39
7.4524,0.49,-2.68,2.91,0.64,0.55,-0.37,-0.38
7.5211,0.11,-2.44,3.45,0.66,0.55,-0.35,-0.38
7.5414,2.15,-3.72,2.57,0.7,0.53,-0.32,-0.36
7.562,1.52,-2.34,1.91,0.71,0.53,-0.31,-0.35
7.6134,2.3,-0.11,1.05,0.72,0.53,-0.29,-0.34
7.6318,0.5,-3.37,-0.52,0.75,0.51,-0.25,-0.33
7.6515,0.71,-1.66,-1.71,0.77,0.51,-0.23,-0.32
7.7111,-0.22,1.83,-1.36,0.78,0.51,-0.21,-0.31
7.7328,-0.98,-3.16,-1.1,0.81,0.48,-0.17,-0.29
7.7523,0.25,-2.98,-2.46,0.82,0.48,-0.15,-0.28
7.7715,0.54,-1.89,-3.23,0.83,0.47,-0.12,-0.28
7.8432,-1.87,-0.41,-2.46,0.84,0.46,-0.1,-0.28
7.8616,-1.08,-0.73,-2.87,0.86,0.44,-0.04,-0.25
7.8875,-0.74,0.58,-3.01,0.87,0.43,-0.03,-0.24
7.9541,-1.26,1.83,-2.09,0.87,0.43,-0.03,-0.23
7.9729,1.2,1.03,-1.97,0.87,0.44,-0.06,-0.2
7.9929,0.35,-0.8,-1.74,0.87,0.44,-0.07,-0.2
8.0502,-1.81,-0.83,-2.92,0.87,0.45,-0.08,-0.19
8.0625,0.49,1.13,-2.97,0.86,0.47,-0.1,-0.2
8.0825,-0.8,-0.26,-3.61,0.85,0.48,-0.11,-0.2
8.1551,-1.56,1.46,-4.26,0.84,0.49,-0.12,-0.2
8.1755,1.32,-2.64,-5.12,0.8,0.53,-0.18,-0.19
8.1924,2.39,-0.04,-6.04,0.79,0.55,-0.19,-0.18
8.2642,2.9,1.65,-4.6,0.78,0.56,-0.2,-0.19
8.2814,2.43,0.03,-5.83,0.76,0.58,-0.23,-0.19
8.3025,1.45,-0.52,-5.61,0.75,0.58,-0.23,-0.2
8.3741,2.81,0.75,-5.94,0.75,0.59,-0.24,-0.2
8.3924,2.55,0.81,-5.01,0.74,0.59,-0.24,-0.23
8.4124,3.27,1.54,-3.81,0.74,0.59,-0.24,-0.23
8.4823,2.3,-1.1,-3.14,0.73,0.59,-0.24,-0.24
8.5081,2.7,-0.5,2.61,0.71,0.6,-0.25,-0.26
8.5764,2.86,-2.34,1.34,0.7,0.61,-0.26,-0.26
8.5928,3.79,2.55,1.82,0.67,0.63,-0.28,-0.28
8.6131,1.4,-5.82,-2.99,0.66,0.63,-0.3,-0.28
8.6821,-0.17,-3.95,4.63,0.65,0.63,-0.31,-0.28
8.7028,-0.94,-0.89,6.3,0.62,0.64,-0.34,-0.3
8.723,-0.36,-0.55,7.17,0.62,0.64,-0.35,-0.3
8.7941,0.35,-0.5,6.34,0.61,0.63,-0.37,-0.3
8.8124,-0.38,0.92,2.43,0.6,0.62,-0.38,-0.32
8.8365,-0.67,0.81,2.19,0.6,0.62,-0.38,-0.33
8.9033,-0.37,-0.79,1.58,0.6,0.62,-0.38,-0.33
8.9224,-0.36,-0.53,1.19,0.61,0.61,-0.38,-0.35
8.9428,-0.67,-1.88,1.9,0.61,0.6,-0.38,-0.35
9.0105,-0.05,-2.06,2.34,0.61,0.6,-0.37,-0.35
9.0227,2.96,-1.38,3.45,0.62,0.61,-0.35,-0.35
9.0427,3.26,-2.29,4.06,0.63,0.6,-0.34,-0.35
9.0903,3.53,-1.02,3.39,0.64,0.6,-0.33,-0.35
9.1228,1.96,-1.11,2.84,0.67,0.58,-0.3,-0.34
9.2004,0.81,-2.53,2.64,0.68,0.57,-0.29,-0.34
9.2156,-0.81,-0.34,0.94,0.73,0.55,-0.23,-0.33
9.2324,-1.08,-0.65,0.25,0.75,0.54,-0.21,-0.33
9.2982,-0.64,-1.11,0.01,0.76,0.53,-0.2,-0.32
9.313,-1.8,-0.77,-0.64,0.79,0.5,-0.14,-0.31
9.3325,-0.79,-0.28,-0.96,0.8,0.5,-0.13,-0.3
9.3942,0.56,-0.18,-1.43,0.81,0.49,-0.12,-0.29
9.4226,0.06,-4.11,-2.75,0.84,0.46,-0.07,-0.28
9.5024,0.58,-2.28,-3.67,0.84,0.46,-0.05,-0.29
9.5135,-3.02,2.04,-2.66,0.85,0.44,-0.0,-0.29
9.5328,-2.54,0.81,-3.66,0.85,0.44,-0.01,-0.28
9.6123,-2.04,0.0,-3.77,0.85,0.45,-0.02,-0.26
9.6237,-0.44,1.19,-4.89,0.85,0.48,-0.04,-0.24
9.6436,-2.02,1.66,-4.66,0.84,0.48,-0.05,-0.23
9.7195,-2.79,1.06,-4.32,0.84,0.49,-0.07,-0.22
9.7488,1.72,-0.01,-5.51,0.81,0.53,-0.12,-0.2
9.8316,3.52,-0.89,-5.57,0.8,0.55,-0.13,-0.19
9.8434,3.23,-1.63,-4.48,0.78,0.57,-0.16,-0.2
9.8634,3.63,-1.48,-5.19,0.78,0.57,-0.16,-0.21
9.9172,6.2,-0.68,-6.28,0.77,0.58,-0.17,-0.21
9.9335,2.47,-0.32,-4.09,0.77,0.58,-0.17,-0.22
9.9533,1.36,0.63,-3.42,0.76,0.59,-0.17,-0.22
9.9724,2.23,0.27,-3.16,0.75,0.59,-0.18,-0.22
9.9935,2.42,-1.48,-0.97,0.75,0.6,-0.2,-0.22
10.0652,2.76,-1.08,0.44,0.74,0.6,-0.21,-0.22
10.0763,0.78,-1.45,2.74,0.7,0.62,-0.27,-0.23
10.094,1.64,-0.88,1.68,0.69,0.62,-0.29,-0.23
10.1711,0.41,-0.77,2.23,0.68,0.63,-0.31,-0.24
10.1837,2.42,-4.15,5.58,0.62,0.63,-0.38,-0.27
10.2034,1.04,-3.68,3.96,0.6,0.64,-0.39,-0.28
10.2472,-0.34,-0.44,6.93,0.59,0.64,-0.39,-0.29
10.2664,1.59,-2.3,7.26,0.58,0.63,-0.42,-0.31
10.2843,1.11,-3.01,5.34,0.57,0.63,-0.42,-0.32
10.3033,0.17,-1.54,5.29,0.57,0.62,-0.42,-0.34
10.3236,-0.54,-0.82,3.95,0.57,0.62,-0.42,-0.34
10.4032,-0.88,-0.73,2.32,0.57,0.62,-0.41,-0.35
10.4233,0.34,-2.59,0.33,0.57,0.61,-0.41,-0.37
10.4433,0.48,0.59,-0.44,0.57,0.61,-0.41,-0.37
10.4637,-0.71,0.8,0.1,0.57,0.61,-0.41,-0.37
10.4842,-0.21,-0.75,1.16,0.57,0.6,-0.41,-0.37
10.5537,1.16,-1.15,1.07,0.58,0.6,-0.42,-0.37
10.5734,1.15,-0.79,1.5,0.59,0.6,-0.4,-0.37
10.5934,1.25,-0.3,1.59,0.6,0.6,-0.39,-0.36
10.6551,1.09,-0.86,1.62,0.6,0.6,-0.38,-0.36
10.6733,2.31,-0.72,1.4,0.63,0.59,-0.35,-0.36
10.6933,2.47,-1.04,1.55,0.64,0.59,-0.34,-0.36
10.7139,1.45,-1.34,1.82,0.65,0.58,-0.32,-0.36
10.7333,1.68,-0.56,1.51,0.66,0.58,-0.3,-0.36
10.7533,2.06,0.71,2.19,0.68,0.57,-0.29,-0.36
10.7763,2.72,0.33,2.35,0.69,0.57,-0.28,-0.36
10.7933,1.71,-2.04,1.28,0.7,0.56,-0.26,-0.36
10.8139,0.9,-2.25,1.34,0.72,0.55,-0.24,-0.36
10.8911,-0.28,-0.66,1.33,0.73,0.54,-0.22,-0.36
10.9034,-0.06,-1.6,0.33,0.79,0.49,-0.14,-0.35
10.9234,-0.8,-0.27,0.29,0.81,0.47,-0.12,-0.34
10.9463,-2.16,0.46,0.65,0.82,0.44,-0.09,-0.34
10.9634,-2.02,-0.61,0.68,0.84,0.42,-0.07,-0.33
10.9835,-1.05,-1.47,1.55,0.85,0.41,-0.05,-0.32
11.0035,-0.22,-0.29,1.34,0.86,0.39,-0.03,-0.32
11.0244,-0.22,-0.02,-0.84,0.87,0.38,0.0,-0.31
11.0487,-2.4,-0.07,-1.53,0.88,0.36,0.02,-0.31
11.1282,-3.41,0.12,-0.38,0.89,0.35,0.03,-0.3
11.1439,-2.44,-1.86,-2.78,0.9,0.34,0.03,-0.26
11.1637,-3.96,-2.57,-3.56,0.9,0.35,0.03,-0.26
11.2374,-4.18,0.17,-4.21,0.89,0.36,0.03,-0.26
11.2544,-1.55,-4.84,-4.21,0.88,0.42,-0.02,-0.21
11.2744,-2.08,-0.56,-4.96,0.87,0.45,-0.03,-0.21
11.2944,-0.16,1.66,-5.41,0.86,0.47,-0.04,-0.2
11.3174,3.42,-4.93,-3.45,0.85,0.49,-0.06,-0.19
11.3345,2.25,-4.74,-3.13,0.84,0.5,-0.08,-0.19
11.3545,-0.25,-0.81,-4.35,0.83,0.52,-0.08,-0.19
11.3744,-1.2,0.66,-4.87,0.82,0.53,-0.08,-0.19
11.3945,-0.8,0.76,-6.16,0.81,0.55,-0.08,-0.19
11.4143,0.92,0.09,-6.12,0.8,0.56,-0.09,-0.19
11.4343,3.01,-0.83,-5.94,0.79,0.57,-0.09,-0.19
11.4548,3.59,-0.88,-5.71,0.78,0.59,-0.1,-0.18
11.4745,4.06,-0.79,-5.07,0.78,0.6,-0.1,-0.18
11.5344,4.11,-0.75,-5.37,0.77,0.6,-0.11,-0.18
11.5551,4.06,0.8,-6.48,0.77,0.61,-0.11,-0.17
11.5744,3.18,-0.27,-7.04,0.77,0.61,-0.11,-0.17
11.5944,2.92,-1.55,-6.74,0.77,0.6,-0.12,-0.17
11.6143,3.43,-2.4,-6.21,0.77,0.6,-0.13,-0.17
11.6343,3.04,0.29,-5.48,0.78,0.59,-0.13,-0.18
11.6643,1.08,0.07,-2.34,0.78,0.58,-0.15,-0.18
11.6866,1.58,-2.3,-1.6,0.78,0.58,-0.16,-0.18
11.7047,1.83,-2.81,-0.67,0.78,0.58,-0.17,-0.18
11.7247,1.68,-0.57,0.41,0.77,0.58,-0.18,-0.19
11.7453,1.11,0.07,2.32,0.76,0.58,-0.2,-0.2
11.7804,2.03,-1.03,3.26,0.75,0.59,-0.22,-0.21
11.7947,2.72,-0.95,3.19,0.73,0.59,-0.24,-0.22
11.8148,0.07,-1.27,4.09,0.72,0.6,-0.26,-0.23
11.8881,-0.4,-1.59,4.8,0.71,0.61,-0.27,-0.24
11.9043,-0.81,-2.08,5.5,0.66,0.62,-0.33,-0.27
11.9243,-1.81,-5.27,4.87,0.65,0.62,-0.34,-0.28
11.9447,-0.94,-3.74,6.39,0.64,0.62,-0.35,-0.29
11.965,0.74,-0.97,5.74,0.63,0.62,-0.36,-0.3
12.0421,0.48,-0.15,4.99,0.62,0.62,-0.37,-0.3
12.0543,0.38,0.37,2.97,0.61,0.61,-0.38,-0.32
12.0743,-0.13,1.13,1.87,0.62,0.61,-0.38,-0.33
12.1141,-1.21,-0.15,1.16,0.62,0.61,-0.37,-0.33
12.1343,0.07,-0.78,1.21,0.62,0.6,-0.37,-0.34
12.1543,0.87,-0.21,0.43,0.62,0.6,-0.37,-0.35
12.1843,0.14,-1.82,0.96,0.62,0.59,-0.37,-0.35
12.2045,0.22,-1.34,1.14,0.62,0.59,-0.37,-0.35
12.2242,0.86,-0.25,0.99,0.63,0.59,-0.37,-0.35
