time_seconds,acc_x,acc_y,acc_z,q_w,q_x,q_y,q_z
58.4036,1.43,-1.5,0.96,0.51,0.77,-0.29,-0.27
58.4155,3.04,-1.11,0.81,0.53,0.76,-0.27,-0.26
58.4361,3.48,-0.22,1.23,0.54,0.75,-0.27,-0.26
58.5133,2.48,-0.36,1.46,0.55,0.75,-0.26,-0.25
58.5253,3.57,-0.39,1.22,0.6,0.73,-0.23,-0.24
58.5453,1.89,-0.55,1.5,0.61,0.72,-0.22,-0.24
58.5653,1.02,-0.86,1.12,0.63,0.71,-0.21,-0.23
58.5863,-0.33,-1.43,1.72,0.64,0.7,-0.2,-0.23
58.6184,-0.65,-1.4,2.04,0.65,0.7,-0.18,-0.23
58.6354,2.91,0.01,-0.06,0.67,0.69,-0.15,-0.23
58.6553,2.2,0.75,-0.82,0.68,0.68,-0.14,-0.23
58.6925,0.43,0.03,0.02,0.7,0.67,-0.12,-0.23
58.7075,0.39,-1.55,0.37,0.72,0.65,-0.11,-0.23
58.7254,1.16,-2.4,-0.52,0.73,0.63,-0.1,-0.23
58.7824,1.32,-2.77,-0.59,0.75,0.62,-0.09,-0.22
58.7954,-0.5,-0.52,-1.0,0.78,0.59,-0.07,-0.2
58.8194,-1.69,-1.09,-1.28,0.79,0.58,-0.07,-0.2
58.8354,-2.79,-1.46,-1.21,0.8,0.57,-0.06,-0.19
58.8563,-3.57,-1.64,-1.27,0.8,0.57,-0.05,-0.18
58.9374,-4.05,-0.87,-1.43,0.81,0.56,-0.05,-0.17
58.9554,-3.71,-3.77,-2.2,0.82,0.56,-0.03,-0.15
58.9757,-2.54,-1.24,-2.51,0.81,0.56,-0.02,-0.15
59.0494,-2.33,-0.29,-3.19,0.81,0.57,-0.01,-0.14
59.0657,-1.25,-2.7,-3.48,0.8,0.59,0.0,-0.12
59.0853,-1.68,-0.7,-3.7,0.79,0.6,0.01,-0.11
59.1184,-0.66,0.88,-3.75,0.78,0.61,0.02,-0.11
59.1356,-1.77,-0.08,-4.11,0.78,0.62,0.02,-0.1
59.1606,-0.93,-0.2,-4.22,0.77,0.63,0.02,-0.09
59.1754,-0.21,-0.56,-4.83,0.76,0.64,0.02,-0.09
59.1953,0.0,-0.06,-5.41,0.76,0.65,0.02,-0.08
59.2184,-0.15,1.02,-5.31,0.75,0.66,0.02,-0.08
59.2354,-0.12,1.03,-5.25,0.75,0.66,0.02,-0.08
59.2553,-0.2,-0.44,-4.81,0.74,0.67,0.01,-0.09
59.2903,0.62,-1.41,-5.59,0.74,0.67,0.01,-0.09
59.3056,2.07,0.18,-5.74,0.73,0.68,-0.0,-0.08
59.3257,2.52,-0.47,-6.07,0.72,0.69,-0.01,-0.08
59.3458,2.81,-0.5,-6.23,0.72,0.69,-0.02,-0.08
59.3689,2.8,0.35,-6.21,0.72,0.69,-0.03,-0.08
59.4466,2.64,1.0,-6.14,0.72,0.69,-0.04,-0.08
59.4659,2.52,-0.29,-4.7,0.7,0.7,-0.08,-0.1
59.4854,2.29,0.69,-3.56,0.7,0.71,-0.09,-0.11
59.5553,2.84,0.14,-3.76,0.69,0.71,-0.1,-0.12
59.5754,3.07,-0.55,-3.45,0.64,0.74,-0.16,-0.16
59.5973,4.19,1.01,-3.08,0.61,0.75,-0.18,-0.18
59.6363,2.5,-2.68,-0.21,0.59,0.75,-0.22,-0.18
59.6553,5.22,-11.19,4.57,0.54,0.77,-0.27,-0.21
59.6753,6.08,-8.41,7.67,0.52,0.78,-0.28,-0.22
59.7093,5.66,-4.31,11.41,0.5,0.79,-0.28,-0.23
59.7257,4.27,-2.02,12.31,0.48,0.8,-0.3,-0.22
59.7466,4.43,-0.51,11.81,0.47,0.8,-0.3,-0.21
59.7658,4.69,0.59,10.16,0.47,0.8,-0.3,-0.21
59.8353,2.61,0.18,9.12,0.47,0.8,-0.31,-0.21
59.8563,1.48,-0.42,1.96,0.49,0.79,-0.3,-0.23
59.8759,1.36,-3.3,1.71,0.49,0.78,-0.3,-0.23
59.8966,2.61,-3.37,1.22,0.5,0.78,-0.29,-0.23
59.9663,3.18,-1.22,0.05,0.51,0.78,-0.29,-0.23
59.9867,2.89,-1.09,0.39,0.55,0.76,-0.27,-0.23
60.0072,2.45,0.25,0.64,0.56,0.76,-0.26,-0.22
60.0266,2.02,1.32,0.84,0.57,0.75,-0.25,-0.22
60.0466,1.91,1.89,1.94,0.59,0.75,-0.23,-0.22
60.067,3.25,1.01,1.55,0.6,0.74,-0.22,-0.22
60.0883,2.82,-0.01,1.48,0.62,0.73,-0.21,-0.21
60.1255,1.75,-0.97,1.99,0.63,0.72,-0.2,-0.21
60.1463,1.6,0.01,1.76,0.66,0.7,-0.16,-0.22
60.1687,2.51,0.73,1.37,0.68,0.69,-0.15,-0.22
60.1854,2.44,-0.4,0.83,0.7,0.67,-0.14,-0.22
60.2067,0.78,-2.14,1.18,0.71,0.65,-0.13,-0.22
60.2266,-1.31,-3.51,0.43,0.73,0.64,-0.12,-0.22
60.2466,-1.56,-2.87,0.35,0.75,0.62,-0.1,-0.22
60.2686,0.66,0.11,-0.64,0.76,0.61,-0.08,-0.22
60.3454,0.35,0.65,-0.68,0.78,0.59,-0.07,-0.22
60.3568,-3.22,-2.41,-1.2,0.82,0.53,-0.04,-0.2
60.3767,-4.27,-1.0,-1.45,0.83,0.52,-0.02,-0.2
60.4504,-5.38,0.56,-1.04,0.84,0.51,-0.01,-0.2
60.4667,-2.38,-2.36,-2.52,0.85,0.5,-0.01,-0.17
60.4866,-2.33,0.09,-3.2,0.85,0.5,-0.0,-0.16
60.5594,0.08,1.32,-3.55,0.85,0.51,-0.0,-0.15
60.5762,-0.64,1.84,-5.7,0.83,0.53,0.01,-0.14
60.5962,2.4,2.48,-6.81,0.83,0.54,0.02,-0.14
60.6353,1.84,1.15,-6.75,0.82,0.55,0.01,-0.13
60.6566,0.55,0.41,-6.41,0.81,0.57,0.01,-0.13
60.6813,2.34,1.02,-6.43,0.8,0.58,0.0,-0.13
60.6963,0.26,-0.15,-5.68,0.79,0.59,-0.0,-0.13
60.7394,-0.03,0.04,-5.73,0.79,0.61,-0.01,-0.12
60.7563,0.23,-0.09,-5.16,0.77,0.62,-0.03,-0.12
60.7763,-0.17,-0.61,-5.05,0.76,0.63,-0.03,-0.12
60.8074,-0.18,0.21,-5.14,0.76,0.64,-0.04,-0.12
60.8263,1.64,-0.34,-5.29,0.74,0.66,-0.05,-0.12
60.8493,1.45,-1.18,-5.14,0.74,0.66,-0.06,-0.11
60.8665,2.07,-1.24,-5.28,0.73,0.67,-0.07,-0.11
60.9094,1.89,-1.04,-4.75,0.72,0.68,-0.07,-0.12
60.9263,3.38,0.2,-4.52,0.7,0.7,-0.09,-0.12
60.9465,2.95,0.84,-3.93,0.69,0.71,-0.1,-0.12
60.9665,2.88,-0.49,-3.01,0.68,0.71,-0.11,-0.13
61.0094,4.28,-1.24,-2.12,0.67,0.72,-0.13,-0.13
61.0263,2.83,-1.02,1.0,0.65,0.73,-0.15,-0.14
61.0466,2.72,-0.89,2.73,0.64,0.74,-0.16,-0.14
61.0874,4.11,-0.32,3.58,0.62,0.75,-0.17,-0.14
61.1063,4.67,1.05,5.89,0.6,0.76,-0.2,-0.15
61.1293,3.92,0.76,6.66,0.6,0.76,-0.21,-0.15
61.1657,4.06,-0.68,7.15,0.59,0.76,-0.23,-0.16
61.1873,2.79,-0.66,7.3,0.58,0.76,-0.24,-0.18
61.2063,2.3,0.79,6.66,0.58,0.75,-0.25,-0.18
61.2273,0.96,1.01,6.11,0.58,0.75,-0.25,-0.2
61.2463,0.28,-0.31,4.82,0.58,0.74,-0.26,-0.21
61.2686,-0.23,-0.96,4.2,0.59,0.74,-0.26,-0.22
61.3013,-0.55,-1.67,3.06,0.59,0.73,-0.26,-0.23
61.3163,-0.62,-0.81,2.22,0.6,0.72,-0.26,-0.24
61.3376,-1.16,-0.54,1.63,0.6,0.71,-0.25,-0.25
61.3713,-1.69,-0.95,1.26,0.61,0.71,-0.25,-0.26
61.3866,-0.61,-0.82,0.68,0.61,0.7,-0.25,-0.27
61.4062,1.06,-1.18,0.23,0.62,0.69,-0.24,-0.28
61.4494,1.43,-1.6,-0.11,0.62,0.69,-0.24,-0.29
61.4668,0.45,-1.19,-0.3,0.63,0.68,-0.23,-0.3
61.488,-0.3,-0.92,-0.16,0.64,0.67,-0.23,-0.3
61.5075,0.15,-0.63,-0.6,0.64,0.67,-0.23,-0.31
61.5524,0.3,-0.5,-0.75,0.65,0.66,-0.22,-0.31
61.5673,0.16,-0.74,-0.89,0.66,0.65,-0.22,-0.31
61.5863,-0.52,-1.2,-0.79,0.66,0.65,-0.21,-0.32
61.6254,-0.58,-0.89,-0.66,0.66,0.65,-0.21,-0.32
61.6477,0.13,0.31,-0.99,0.67,0.64,-0.2,-0.32
61.6706,-0.47,-0.77,-1.18,0.67,0.64,-0.2,-0.32
61.6877,-0.54,-0.93,-0.75,0.68,0.63,-0.19,-0.32
61.7614,-0.26,-0.87,-0.7,0.68,0.63,-0.19,-0.32
61.7777,0.02,-0.68,-0.92,0.69,0.63,-0.18,-0.32
61.7973,-0.09,-0.87,-1.02,0.69,0.63,-0.18,-0.32
61.8654,-0.28,-0.32,-0.8,0.69,0.63,-0.17,-0.32
61.8772,-0.59,0.16,-0.88,0.7,0.62,-0.17,-0.31
61.8973,-0.29,-0.13,-0.62,0.7,0.62,-0.17,-0.31
61.9174,-0.44,-0.33,-0.45,0.7,0.62,-0.16,-0.31
61.9473,-1.01,-0.58,-0.35,0.7,0.62,-0.16,-0.31
61.9674,-0.25,-0.01,-0.34,0.7,0.62,-0.16,-0.31
62.0164,-0.09,0.03,-0.15,0.7,0.62,-0.16,-0.3
62.0373,-0.21,-0.84,0.03,0.71,0.62,-0.16,-0.3
62.0573,0.23,-0.3,-0.16,0.71,0.62,-0.16,-0.29
62.0772,0.12,-0.07,0.14,0.71,0.62,-0.16,-0.29
62.0974,-0.2,-0.36,0.23,0.71,0.62,-0.16,-0.29
