time_seconds,acc_x,acc_y,acc_z,q_w,q_x,q_y,q_z
46.2813,-0.54,0.96,-6.18,0.77,0.63,-0.02,-0.12
46.2978,-0.1,-1.42,-6.29,0.74,0.66,-0.05,-0.11
46.318,2.21,1.71,-6.76,0.73,0.67,-0.05,-0.11
46.3894,3.81,2.23,-6.96,0.73,0.67,-0.05,-0.11
46.4077,1.9,-1.4,-5.62,0.71,0.69,-0.08,-0.11
46.4277,2.71,0.6,-4.98,0.71,0.69,-0.08,-0.12
46.4993,2.01,1.01,-3.86,0.7,0.69,-0.09,-0.12
46.5183,5.44,-0.07,-2.91,0.67,0.72,-0.14,-0.14
46.5383,3.02,-1.41,-2.31,0.66,0.72,-0.16,-0.14
46.6044,2.47,-1.99,-2.32,0.64,0.73,-0.17,-0.15
46.6329,4.49,-4.24,1.4,0.56,0.77,-0.24,-0.2
46.7103,2.26,-4.49,5.41,0.54,0.78,-0.26,-0.21
46.7277,3.97,-3.4,11.93,0.45,0.81,-0.3,-0.23
46.7477,2.84,-1.54,10.24,0.44,0.81,-0.3,-0.23
46.8196,2.44,-0.84,9.95,0.44,0.81,-0.3,-0.23
46.8378,2.12,2.49,2.95,0.44,0.81,-0.31,-0.24
46.858,-0.05,-2.43,2.24,0.45,0.8,-0.31,-0.25
46.9277,0.55,-4.41,2.12,0.45,0.8,-0.31,-0.25
46.9481,0.92,0.59,2.16,0.47,0.79,-0.29,-0.24
46.9682,2.56,-0.82,1.87,0.48,0.79,-0.29,-0.24
46.9894,3.13,-0.94,1.81,0.49,0.79,-0.28,-0.24
47.0428,2.62,-0.34,1.83,0.5,0.79,-0.28,-0.23
47.059,2.64,0.36,1.04,0.54,0.77,-0.26,-0.23
47.079,2.76,-0.59,1.16,0.55,0.76,-0.25,-0.22
47.1466,2.64,-1.44,0.98,0.57,0.76,-0.24,-0.22
47.1588,2.05,0.34,0.71,0.62,0.73,-0.2,-0.21
47.179,1.18,0.59,1.17,0.64,0.72,-0.19,-0.2
47.2406,-0.99,-0.03,1.62,0.65,0.71,-0.18,-0.2
47.2594,2.01,0.69,0.86,0.7,0.68,-0.12,-0.19
47.2816,0.81,-0.5,1.58,0.71,0.67,-0.1,-0.19
47.3273,0.41,-1.46,1.33,0.73,0.65,-0.09,-0.19
47.354,1.13,0.0,0.61,0.76,0.62,-0.04,-0.19
47.4303,1.79,-0.18,-0.51,0.77,0.6,-0.03,-0.19
47.4534,-1.52,-3.46,-1.24,0.82,0.55,-0.01,-0.16
47.5146,-1.25,-1.77,-1.67,0.83,0.54,0.0,-0.16
47.5291,-4.61,-1.24,-1.61,0.84,0.52,0.01,-0.14
47.5492,-4.13,-2.92,-2.11,0.84,0.52,0.01,-0.13
47.5963,-1.79,-2.13,-3.29,0.84,0.53,0.01,-0.12
47.6087,-2.39,-0.11,-3.03,0.84,0.53,0.02,-0.12
47.6287,-2.8,-0.69,-2.95,0.83,0.54,0.02,-0.12
47.7004,-3.45,-1.68,-3.45,0.83,0.55,0.03,-0.11
47.7189,-0.72,0.72,-4.84,0.8,0.58,0.04,-0.1
47.7387,-2.45,-1.65,-5.09,0.8,0.6,0.04,-0.1
47.8006,-2.54,-1.59,-5.21,0.79,0.61,0.04,-0.1
47.8217,0.47,-0.4,-5.45,0.76,0.64,0.02,-0.1
47.8386,-0.32,-0.7,-6.03,0.75,0.65,0.01,-0.1
47.9102,1.01,0.72,-5.93,0.74,0.66,0.01,-0.1
47.9286,0.89,0.36,-6.08,0.72,0.69,-0.04,-0.1
47.954,1.9,0.62,-6.3,0.71,0.69,-0.05,-0.09
48.0047,2.74,-2.02,-7.47,0.71,0.7,-0.06,-0.1
48.0191,1.52,0.41,-5.55,0.7,0.7,-0.07,-0.1
48.0388,1.87,1.3,-5.09,0.69,0.71,-0.07,-0.11
48.0803,2.71,0.07,-4.8,0.69,0.71,-0.09,-0.11
48.099,3.93,-1.88,-3.78,0.67,0.72,-0.11,-0.12
48.1207,4.04,-1.26,-0.98,0.67,0.72,-0.13,-0.13
48.1953,4.52,-1.29,-0.55,0.66,0.73,-0.14,-0.13
48.2146,3.2,-2.31,3.13,0.6,0.76,-0.19,-0.17
48.2396,4.86,-4.32,3.82,0.57,0.77,-0.22,-0.18
48.3083,0.61,-6.24,6.05,0.55,0.78,-0.24,-0.19
48.3287,3.39,-0.95,10.84,0.5,0.8,-0.28,-0.19
48.3487,0.88,-0.26,10.7,0.49,0.8,-0.29,-0.19
48.4203,1.29,1.65,10.11,0.49,0.8,-0.29,-0.19
48.4386,0.99,-0.76,4.22,0.5,0.77,-0.31,-0.22
48.4607,0.24,-2.17,1.25,0.51,0.77,-0.32,-0.23
48.5353,0.61,-1.83,0.6,0.52,0.76,-0.31,-0.23
48.5486,-0.81,0.56,-1.01,0.54,0.75,-0.3,-0.23
48.5687,-0.82,0.49,-0.61,0.55,0.75,-0.29,-0.23
48.6413,-0.44,0.4,-0.07,0.55,0.75,-0.29,-0.23
48.6603,2.66,0.19,1.6,0.57,0.74,-0.26,-0.23
48.6831,3.45,0.05,1.79,0.58,0.74,-0.26,-0.23
48.7464,3.1,-0.36,1.52,0.58,0.74,-0.25,-0.23
48.7704,1.96,-0.31,1.66,0.62,0.71,-0.21,-0.24
48.8386,0.88,-0.18,1.7,0.64,0.7,-0.21,-0.24
48.8596,-1.13,-1.11,0.59,0.68,0.67,-0.17,-0.23
48.8796,1.37,0.23,1.18,0.69,0.66,-0.16,-0.23
48.9474,2.97,-1.01,1.05,0.71,0.65,-0.15,-0.22
48.9596,0.95,0.14,0.21,0.75,0.62,-0.1,-0.22
48.9798,1.14,0.98,0.2,0.76,0.61,-0.09,-0.22
49.0553,0.25,0.41,0.09,0.77,0.59,-0.08,-0.21
49.0697,-2.56,0.69,-0.39,0.8,0.56,-0.05,-0.2
49.0897,-1.22,-0.03,-0.29,0.81,0.55,-0.06,-0.19
49.1614,-1.68,-2.31,-0.29,0.81,0.55,-0.06,-0.18
49.1796,-1.57,-1.76,-1.93,0.82,0.55,-0.04,-0.15
49.1996,-0.93,-0.66,-2.19,0.82,0.55,-0.03,-0.14
49.2733,-1.84,-0.35,-2.99,0.82,0.56,-0.03,-0.13
49.2896,-1.0,0.54,-4.66,0.8,0.58,-0.01,-0.11
49.3096,-1.59,0.62,-4.99,0.8,0.59,-0.01,-0.11
49.3813,-3.81,-1.13,-5.59,0.79,0.6,-0.01,-0.1
49.4016,0.96,1.53,-7.24,0.76,0.65,-0.01,-0.08
49.4196,1.32,1.56,-6.87,0.74,0.66,-0.01,-0.08
49.4396,3.28,0.12,-7.41,0.73,0.67,-0.02,-0.09
49.4596,4.37,-0.33,-7.49,0.73,0.68,-0.03,-0.09
49.5313,3.2,-0.07,-7.21,0.72,0.69,-0.04,-0.09
49.5497,2.45,-1.61,-6.21,0.71,0.69,-0.07,-0.09
49.5701,3.56,-0.21,-6.56,0.71,0.7,-0.07,-0.09
49.6294,0.53,1.12,-5.34,0.71,0.7,-0.08,-0.1
49.6496,2.49,-1.69,-4.12,0.69,0.7,-0.1,-0.12
49.6696,1.81,-0.27,-2.66,0.68,0.71,-0.11,-0.13
49.7413,1.93,-0.06,-1.89,0.67,0.72,-0.12,-0.13
49.7596,3.88,-0.18,0.29,0.62,0.75,-0.17,-0.17
49.7796,3.13,-3.3,2.11,0.6,0.76,-0.2,-0.18
49.7996,3.82,-4.49,3.59,0.57,0.77,-0.22,-0.19
49.8216,2.79,-4.25,7.03,0.55,0.78,-0.23,-0.19
49.8943,2.67,-3.96,7.8,0.53,0.79,-0.25,-0.19
49.9096,3.72,-1.66,10.75,0.48,0.81,-0.28,-0.2
49.9299,1.69,-0.37,8.8,0.47,0.81,-0.29,-0.2
49.9795,0.59,1.41,7.3,0.47,0.81,-0.29,-0.2
49.9999,1.66,0.61,2.82,0.48,0.8,-0.29,-0.21
50.0209,0.77,-1.37,1.64,0.48,0.8,-0.29,-0.22
50.0843,-1.23,-3.11,0.99,0.49,0.79,-0.29,-0.23
50.1006,-0.11,-1.94,0.04,0.5,0.78,-0.29,-0.24
50.1206,-0.93,-1.55,-0.07,0.51,0.78,-0.29,-0.23
50.1923,0.08,-0.78,-0.23,0.51,0.78,-0.29,-0.23
50.211,2.39,0.94,0.49,0.52,0.78,-0.28,-0.21
50.2351,2.73,0.38,0.57,0.53,0.77,-0.27,-0.21
50.2949,2.63,0.1,0.86,0.54,0.77,-0.26,-0.21
50.3099,2.26,-0.39,1.53,0.56,0.76,-0.25,-0.21
50.3306,2.42,-0.5,1.7,0.57,0.75,-0.24,-0.21
50.3923,2.8,0.1,1.62,0.59,0.75,-0.23,-0.22
50.4035,1.58,-0.74,1.67,0.62,0.72,-0.21,-0.22
50.4211,1.25,-0.14,1.66,0.64,0.71,-0.2,-0.22
50.4993,1.32,-0.06,1.65,0.65,0.7,-0.19,-0.22
50.5105,0.02,-0.02,0.62,0.71,0.65,-0.15,-0.22
50.5309,-0.02,-0.01,0.33,0.72,0.64,-0.14,-0.22
50.6106,-1.1,-1.2,0.53,0.74,0.62,-0.13,-0.21
50.6306,0.39,-0.2,-0.32,0.79,0.58,-0.08,-0.2
50.6505,-2.06,-0.45,0.2,0.8,0.57,-0.06,-0.19
50.6707,-4.15,-1.67,0.2,0.81,0.56,-0.05,-0.19
50.696,-3.5,-0.14,0.07,0.81,0.55,-0.03,-0.19
50.7444,-1.07,1.11,-0.87,0.82,0.55,-0.02,-0.19
50.7611,-2.52,-2.8,-1.4,0.83,0.54,-0.01,-0.16
50.7813,-2.52,-3.29,-1.67,0.83,0.54,-0.01,-0.15
50.8397,-2.3,-2.25,-2.73,0.83,0.54,0.0,-0.15
50.851,-1.84,1.19,-3.45,0.82,0.56,0.02,-0.13
50.8762,-1.26,-0.16,-4.14,0.81,0.57,0.02,-0.13
50.9566,-2.83,-4.77,-4.99,0.81,0.58,0.02,-0.12
50.971,-0.3,-3.0,-6.21,0.77,0.62,0.03,-0.11
50.9907,-0.14,0.34,-6.0,0.77,0.63,0.03,-0.11
51.0523,0.72,2.16,-5.69,0.76,0.64,0.02,-0.11
51.0706,1.49,-1.26,-6.19,0.74,0.67,-0.01,-0.1
51.0906,1.62,0.1,-5.95,0.73,0.68,-0.02,-0.11
51.1106,2.14,0.72,-6.21,0.73,0.68,-0.03,-0.11
51.1305,2.39,0.59,-6.29,0.72,0.68,-0.04,-0.1
51.1606,2.44,-1.0,-6.27,0.72,0.68,-0.06,-0.1
51.1825,1.13,-0.56,-6.04,0.72,0.68,-0.07,-0.1
51.2006,0.63,-0.27,-5.46,0.72,0.68,-0.07,-0.1
51.2206,2.08,0.84,-5.37,0.72,0.69,-0.08,-0.11
51.241,1.93,1.98,-4.51,0.71,0.69,-0.09,-0.11
51.261,2.16,0.77,-3.81,0.71,0.69,-0.1,-0.12
51.3108,2.57,-0.84,-3.44,0.7,0.7,-0.11,-0.12
51.3307,3.35,-1.17,-1.53,0.67,0.71,-0.15,-0.14
51.3525,3.69,-1.16,-1.82,0.66,0.72,-0.16,-0.15
51.3706,4.64,-2.5,-1.39,0.64,0.73,-0.18,-0.16
51.3914,4.82,-3.33,-0.19,0.62,0.74,-0.2,-0.17
51.4626,0.91,-3.21,3.7,0.6,0.75,-0.22,-0.18
51.481,5.0,-3.52,9.72,0.52,0.78,-0.27,-0.21
51.5019,5.15,-3.45,12.75,0.5,0.79,-0.28,-0.22
51.5665,4.14,-4.08,12.91,0.49,0.79,-0.28,-0.22
51.5816,2.3,1.87,6.17,0.49,0.79,-0.29,-0.21
51.6005,2.41,0.57,2.71,0.5,0.79,-0.29,-0.22
51.6305,0.95,-0.44,0.77,0.5,0.78,-0.29,-0.23
51.6509,-0.46,-0.64,-0.16,0.51,0.78,-0.29,-0.23
51.7227,-0.99,-0.59,-0.47,0.51,0.77,-0.29,-0.24
51.7409,-0.18,0.47,-0.11,0.52,0.77,-0.28,-0.24
51.7606,0.42,0.76,-0.02,0.52,0.77,-0.28,-0.23
51.7806,0.07,0.17,-0.11,0.53,0.77,-0.28,-0.23
51.8009,0.89,-0.1,0.32,0.53,0.77,-0.28,-0.23
51.822,1.64,0.27,0.36,0.53,0.77,-0.27,-0.23
51.8418,1.58,0.51,0.7,0.53,0.77,-0.27,-0.23
51.9054,1.71,0.26,0.75,0.54,0.77,-0.27,-0.23
51.922,2.49,-0.18,1.91,0.55,0.76,-0.26,-0.23
51.9406,1.74,-0.39,2.33,0.56,0.76,-0.25,-0.22
51.9984,2.49,-0.5,2.29,0.57,0.75,-0.24,-0.22
52.0128,3.52,-1.0,2.46,0.6,0.74,-0.23,-0.22
52.032,2.67,-0.94,2.85,0.61,0.73,-0.22,-0.22
52.1014,1.96,-1.12,2.36,0.63,0.72,-0.2,-0.22
52.1205,3.41,-1.3,1.01,0.68,0.68,-0.16,-0.21
52.1419,1.31,-1.5,0.72,0.7,0.67,-0.14,-0.21
52.1956,0.02,-0.64,0.83,0.72,0.65,-0.12,-0.2
52.2121,-1.84,-1.42,0.58,0.76,0.61,-0.08,-0.19
52.232,-1.52,-2.47,0.26,0.78,0.6,-0.07,-0.19
52.2899,-0.49,-1.09,0.09,0.79,0.58,-0.05,-0.19
52.3018,-3.79,-0.51,-0.21,0.81,0.55,-0.02,-0.17
52.3223,-5.96,-1.95,0.6,0.82,0.54,-0.01,-0.17
52.3954,-5.39,-1.43,0.73,0.83,0.54,0.0,-0.16
52.4117,-3.74,-4.93,-3.66,0.83,0.55,0.02,-0.13
52.4318,-1.64,-1.46,-4.93,0.82,0.55,0.03,-0.14
52.4618,-0.52,-1.38,-5.75,0.81,0.57,0.04,-0.13
52.4824,-2.33,-1.74,-6.03,0.81,0.58,0.04,-0.12
52.5021,-2.25,-0.81,-6.42,0.8,0.59,0.04,-0.12
52.5814,0.54,0.14,-7.31,0.79,0.59,0.05,-0.12
52.6015,-1.85,2.39,-4.55,0.77,0.62,0.05,-0.11
52.6215,1.46,2.59,-5.51,0.76,0.63,0.05,-0.12
52.6415,2.84,0.88,-5.51,0.75,0.64,0.04,-0.13
52.6616,1.1,0.66,-4.81,0.75,0.65,0.03,-0.12
52.6815,1.04,0.32,-4.7,0.74,0.66,0.02,-0.12
52.7015,2.01,-0.57,-4.93,0.74,0.66,0.01,-0.12
52.7215,2.05,-1.17,-5.03,0.73,0.67,0.0,-0.12
52.7417,2.86,-0.57,-5.3,0.73,0.67,-0.01,-0.12
52.7615,3.04,0.04,-5.42,0.73,0.67,-0.01,-0.12
52.7823,1.97,-1.38,-5.3,0.73,0.68,-0.02,-0.12
52.8555,1.27,-1.55,-5.32,0.73,0.68,-0.03,-0.11
52.8715,2.12,0.01,-4.3,0.72,0.68,-0.07,-0.11
52.8922,0.05,0.05,-3.08,0.72,0.68,-0.08,-0.12
52.9514,-0.19,0.46,-2.84,0.71,0.69,-0.09,-0.12
52.9717,4.14,-1.37,-2.37,0.68,0.7,-0.13,-0.15
52.9919,2.69,-1.41,-1.57,0.67,0.71,-0.14,-0.16
53.0633,2.25,-3.09,-0.55,0.66,0.72,-0.16,-0.17
53.0815,1.63,-1.17,2.23,0.59,0.75,-0.21,-0.2
53.1015,2.48,-2.86,3.92,0.57,0.76,-0.23,-0.21
53.1733,4.12,-6.62,6.71,0.54,0.77,-0.25,-0.22
53.1919,3.52,-2.84,10.85,0.48,0.8,-0.28,-0.23
53.2127,2.4,-0.68,10.35,0.48,0.8,-0.28,-0.23
53.2315,1.73,2.28,8.42,0.48,0.8,-0.28,-0.23
53.2516,1.53,2.71,6.61,0.48,0.8,-0.29,-0.23
53.2715,0.64,-0.11,3.91,0.48,0.79,-0.29,-0.24
53.2915,-0.37,0.04,3.21,0.48,0.79,-0.28,-0.25
53.3115,0.37,0.79,1.56,0.49,0.79,-0.28,-0.25
53.3315,0.0,0.32,0.66,0.49,0.78,-0.28,-0.26
53.3515,-0.95,-1.36,-0.73,0.49,0.78,-0.29,-0.26
53.3716,-1.19,-1.78,-0.77,0.5,0.78,-0.29,-0.26
53.3943,0.39,-0.82,-0.77,0.5,0.78,-0.28,-0.26
53.4115,0.61,0.14,-0.28,0.5,0.78,-0.28,-0.26
53.4315,-0.11,-0.14,0.16,0.5,0.78,-0.28,-0.26
53.4515,-0.24,-0.69,0.33,0.51,0.78,-0.28,-0.26
53.4714,0.05,-0.31,0.83,0.51,0.78,-0.27,-0.26
53.4918,0.26,-0.05,1.03,0.51,0.78,-0.27,-0.25
53.5128,1.23,-0.55,1.11,0.51,0.78,-0.27,-0.25
53.5823,1.86,-0.52,2.13,0.52,0.78,-0.26,-0.25
53.6025,2.84,0.25,3.33,0.54,0.77,-0.25,-0.24
53.6228,3.99,-1.18,3.39,0.55,0.76,-0.24,-0.23
53.6926,4.68,-1.34,3.15,0.57,0.76,-0.23,-0.23
53.712,3.13,-0.94,2.08,0.63,0.72,-0.19,-0.22
53.7328,3.52,-1.34,1.26,0.65,0.7,-0.18,-0.21
53.8028,2.99,-1.4,1.21,0.68,0.69,-0.16,-0.21
53.8229,-0.36,-1.3,0.1,0.76,0.61,-0.08,-0.2
53.8428,-0.07,-0.68,-0.45,0.78,0.59,-0.06,-0.2
53.9107,0.62,0.24,-0.48,0.8,0.57,-0.04,-0.19
53.9231,-3.45,-0.4,-1.35,0.84,0.52,0.01,-0.18
53.9427,-3.81,-0.3,-1.84,0.84,0.51,0.02,-0.18
53.9621,0.17
53.9837,-3.71,-1.09,-2.33,0.85,0.5,0.04,-0.16
54.0032,-3.11,-0.87,-2.88,0.85,0.49,0.04,-0.16
54.0229,-3.71,-1.86,-2.79,0.86,0.49,0.04,-0.15
54.0883,-5.7,-3.16,-3.12,0.85,0.5,0.05,-0.14
54.1025,-3.07,-1.03,-4.65,0.83,0.53,0.06,-0.13
54.1225,-3.66,-2.24,-4.91,0.82,0.55,0.06,-0.12
54.1943,-2.85,-1.97,-5.54,0.81,0.57,0.06,-0.12
54.2125,-0.86,-1.06,-5.64,0.78,0.62,0.05,-0.11
54.2324,0.92,-1.16,-5.47,0.77,0.63,0.05,-0.11
54.2524,2.32,-0.41,-5.46,0.76,0.64,0.04,-0.11
54.2759,2.16,-0.87,-4.87,0.75,0.65,0.04,-0.11
54.2937,2.62,0.03,-4.35,0.74,0.66,0.03,-0.11
54.3124,3.07,1.22,-4.33,0.73,0.67,0.03,-0.11
54.3428,5.01,-0.26,-4.97,0.72,0.68,0.02,-0.11
54.3629,4.41,-0.17,-4.22,0.72,0.68,0.01,-0.11
54.383,4.89,-0.11,-5.03,0.72,0.69,0.0,-0.11
54.403,4.34,-0.37,-5.33,0.72,0.69,-0.01,-0.11
54.4226,2.94,-1.47,-5.83,0.72,0.69,-0.01,-0.1
54.4923,1.73,-1.92,-5.86,0.72,0.68,-0.02,-0.1
54.5045,-0.53,-0.0,-5.34,0.72,0.68,-0.04,-0.1
54.5233,0.88,-0.87,-5.78,0.72,0.68,-0.05,-0.1
54.5946,0.71,-0.84,-5.56,0.72,0.68,-0.06,-0.1
54.6125,0.09,-1.14,-4.09,0.69,0.71,-0.09,-0.14
54.6385,2.49,-0.28,-3.2,0.67,0.72,-0.11,-0.15
54.6626,3.54,-0.86,-1.72,0.64,0.73,-0.14,-0.17
54.6893,2.36,-4.1,-0.06,0.62,0.74,-0.17,-0.18
54.7182,5.06,-2.55,2.4,0.58,0.76,-0.2,-0.2
54.7964,5.45,-3.79,4.42,0.56,0.77,-0.22,-0.22
54.8044,3.62,-2.65,12.71,0.48,0.8,-0.27,-0.24
54.8231,4.1,-3.21,12.59,0.47,0.8,-0.28,-0.24
54.9024,3.55,-3.56,11.14,0.46,0.81,-0.29,-0.24
54.9238,-0.81,-2.34,3.9,0.47,0.79,-0.31,-0.26
54.9428,0.21,-3.02,2.44,0.47,0.79,-0.31,-0.26
54.9638,1.04,-1.3,1.21,0.47,0.78,-0.31,-0.26
55.0323,1.01,-1.09,0.73,0.48,0.78,-0.31,-0.26
55.0434,1.67,-0.21,0.59,0.5,0.77,-0.3,-0.25
55.0637,1.73,-0.51,0.9,0.5,0.77,-0.3,-0.25
55.0843,2.36,-0.31,0.77,0.51,0.77,-0.29,-0.24
55.1034,2.61,0.07,1.33,0.52,0.77,-0.28,-0.24
55.1238,2.89,0.36,1.52,0.53,0.77,-0.28,-0.24
55.1933,2.58,-0.29,1.71,0.54,0.76,-0.27,-0.23
55.2124,4.13,-0.79,1.67,0.58,0.74,-0.24,-0.22
55.2339,4.27,-1.02,0.93,0.6,0.74,-0.23,-0.21
55.2537,2.64,-0.77,1.31,0.62,0.73,-0.21,-0.21
55.3246,2.19,-0.67,1.04,0.64,0.72,-0.2,-0.2
55.3436,1.94,0.33,0.24,0.7,0.68,-0.14,-0.19
55.3638,-0.04,-1.46,-0.09,0.71,0.67,-0.12,-0.18
55.4334,-0.38,-2.28,-0.5,0.73,0.65,-0.1,-0.18
55.4556,-1.0,0.26,-0.56,0.77,0.61,-0.04,-0.15
55.4975,-2.21,-1.27,-1.14,0.78,0.6,-0.03,-0.15
55.5135,-3.61,0.39,-0.64,0.8,0.57,0.0,-0.15
55.5334,-2.37,0.23,-0.39,0.81,0.57,0.01,-0.15
55.5583,-1.4,-0.51,-0.83,0.82,0.56,0.02,-0.14
55.5755,-3.44,-0.97,-0.78,0.83,0.54,0.02,-0.14
55.5927,-6.31,-1.23,-0.81,0.83,0.54,0.03,-0.14
55.6184,-6.13,-0.3,-1.04,0.84,0.53,0.03,-0.14
55.6338,-3.99,0.42,-1.29,0.84,0.53,0.03,-0.14
55.6529,-3.98,-1.01,-1.43,0.84,0.53,0.03,-0.13
55.6741,-4.86,-2.77,-1.99,0.84,0.53,0.03,-0.13
55.7537,-4.21,-1.58,-2.25,0.84,0.54,0.03,-0.12
55.7735,-1.84,-0.38,-4.16,0.81,0.57,0.02,-0.12
55.7939,-0.17,-0.33,-4.89,0.8,0.59,0.02,-0.12
55.8142,-0.5,-2.07,-5.55,0.79,0.6,0.01,-0.11
55.8342,-1.37,-2.06,-5.41,0.78,0.61,0.01,-0.1
55.9133,0.08,0.56,-5.72,0.77,0.63,0.01,-0.11
55.9334,2.5,0.56,-6.06,0.74,0.67,-0.01,-0.09
55.9534,3.6,-0.26,-6.53,0.73,0.68,-0.02,-0.09
55.9803,2.43,-1.54,-5.74,0.72,0.69,-0.02,-0.09
55.9934,1.93,-0.81,-5.48,0.71,0.69,-0.03,-0.09
56.0168,2.87,-0.11,-6.02,0.71,0.7,-0.03,-0.09
56.0854,1.99,-0.05,-5.37,0.71,0.7,-0.04,-0.09
56.1035,1.68,1.05,-5.34,0.7,0.71,-0.06,-0.09
56.1238,1.57,0.13,-5.0,0.69,0.71,-0.07,-0.09
56.1523,1.53,0.43,-4.67,0.69,0.71,-0.07,-0.1
56.1734,0.8,0.26,-4.23,0.68,0.72,-0.09,-0.1
56.1934,2.3,-2.07,-4.4,0.68,0.72,-0.1,-0.11
56.2135,4.57,-2.41,-4.57,0.67,0.72,-0.11,-0.12
56.2833,1.44,-0.99,-3.54,0.67,0.73,-0.12,-0.12
56.2935,5.79,-2.48,-2.14,0.61,0.76,-0.15,-0.15
56.3135,6.38,-1.28,-1.47,0.59,0.77,-0.17,-0.16
56.3444,7.43,-0.84,1.39,0.57,0.78,-0.19,-0.17
56.3644,2.27,-4.29,9.23,0.54,0.79,-0.23,-0.19
56.3837,1.43,-7.61,12.06,0.52,0.8,-0.24,-0.21
56.4574,2.44,-7.87,13.31,0.5,0.8,-0.25,-0.21
56.4744,2.66,0.03,10.31,0.47,0.81,-0.27,-0.21
56.4937,0.51,-0.15,7.15,0.47,0.81,-0.27,-0.21
56.5633,-0.24,0.84,5.1,0.48,0.81,-0.27,-0.22
56.5834,1.95,-2.5,-0.71,0.5,0.79,-0.27,-0.23
56.6044,1.22,-1.06,-0.69,0.5,0.79,-0.27,-0.23
56.6267,0.77,0.1,-0.32,0.51,0.79,-0.26,-0.23
56.6444,1.2,0.24,-0.21,0.52,0.78,-0.26,-0.23
56.6644,1.11,0.32,0.95,0.52,0.78,-0.26,-0.23
56.7335,2.37,0.33,1.23,0.53,0.78,-0.26,-0.22
56.7542,4.07,0.21,2.14,0.56,0.76,-0.24,-0.22
56.8294,4.25,0.89,2.15,0.58,0.76,-0.23,-0.22
56.8443,2.77,-1.57,1.79,0.64,0.71,-0.2,-0.21
56.8647,3.4,-1.39,1.05,0.66,0.7,-0.18,-0.2
56.9357,2.68,0.19,1.56,0.68,0.69,-0.16,-0.2
56.959,0.86,-0.35,-1.11,0.75,0.63,-0.1,-0.19
57.0384,-0.04,0.14,-0.57,0.76,0.61,-0.08,-0.18
57.0464,-0.67,-0.79,-0.37,0.81,0.56,-0.05,-0.16
57.0646,-1.55,-3.16,-0.53,0.82,0.54,-0.04,-0.15
57.0954,-2.07,-4.66,-1.09,0.83,0.53,-0.04,-0.15
57.1144,-2.79,-1.22,-1.16,0.84,0.51,-0.01,-0.15
57.1398,-3.13,0.79,-1.34,0.85,0.5,0.01,-0.16
57.2104,-4.58,1.27,-0.84,0.86,0.49,0.01,-0.15
57.2247,-3.52,-0.5,-2.54,0.86,0.48,0.02,-0.14
57.2447,-3.12,-0.57,-2.86,0.86,0.49,0.02,-0.13
57.3166,-4.89,-2.24,-3.44,0.86,0.49,0.02,-0.13
57.3349,-1.62,-1.83,-5.46,0.84,0.53,0.02,-0.12
57.3548,-1.78,-0.95,-5.18,0.83,0.54,0.02,-0.12
57.4263,0.29,1.29,-5.0,0.82,0.56,0.02,-0.11
57.4448,1.98,2.42,-3.7,0.79,0.61,0.02,-0.11
57.4646,1.77,2.23,-2.38,0.78,0.62,0.01,-0.11
57.5326,1.32,-0.89,-2.14,0.77,0.63,0.0,-0.1
57.5447,2.42,2.28,-2.25,0.75,0.65,-0.01,-0.1
57.5665,0.73,-1.51,-2.64,0.75,0.66,-0.02,-0.09
57.6394,0.39,-1.05,-2.96,0.74,0.67,-0.02,-0.09
57.6544,3.67,-1.1,-5.95,0.72,0.69,-0.03,-0.09
57.6744,2.62,-1.81,-6.66,0.71,0.69,-0.04,-0.09
57.6993,2.32,-1.46,-6.86,0.71,0.69,-0.04,-0.09
57.7144,2.77,-1.11,-7.37,0.71,0.69,-0.04,-0.09
57.7344,2.16,-1.6,-7.71,0.72,0.69,-0.05,-0.09
57.7544,0.55,-1.88,-8.1,0.72,0.69,-0.05,-0.1
57.7745,-0.45,-1.33,-7.34,0.72,0.69,-0.05,-0.1
57.8093,1.85,-0.73,-7.48,0.72,0.69,-0.05,-0.11
57.8247,0.28,1.21,-5.52,0.71,0.69,-0.07,-0.11
57.847,-1.08,-1.09,-4.36,0.71,0.69,-0.08,-0.12
57.8653,-0.12,-1.8,-1.1,0.7,0.7,-0.09,-0.13
57.9467,2.29,-1.94,-0.86,0.69,0.71,-0.11,-0.13
57.9656,4.21,-3.96,1.94,0.62,0.75,-0.19,-0.17
57.9846,2.63,-3.96,1.75,0.59,0.76,-0.21,-0.18
58.0543,1.43,-4.0,3.03,0.57,0.77,-0.22,-0.19
58.0744,2.35,-3.95,12.59,0.48,0.8,-0.27,-0.21
58.0996,0.39,-0.18,13.79,0.47,0.81,-0.28,-0.21
58.1293,6.66,1.15,11.82,0.45,0.82,-0.29,-0.21
58.1453,7.15,1.34,9.54,0.44,0.82,-0.3,-0.21
58.1643,3.46,-0.42,7.51,0.45,0.81,-0.31,-0.22
58.1856,1.79,-0.51,5.81,0.45,0.8,-0.31,-0.23
58.2546,1.62,0.87,3.59,0.46,0.8,-0.31,-0.23
58.2807,-0.32,-1.01,0.88,0.48,0.78,-0.31,-0.25
58.2996,2.28,0.89,-0.74,0.49,0.78,-0.3,-0.25
58.3157,2.78,0.82,-0.21,0.49,0.78,-0.29,-0.26
58.3357,2.64,-0.18,0.2,0.5,0.77,-0.29,-0.27
